List of Listed Companies & Contact Information,,,,,,As of 08 May 2023,,,
Symbol,Company,Market,Industry,Sector,Address,Zip code,Tel.,Fax,Website
BGC,BG CONTAINER GLASS PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"47/1 Moo 2, Buengyeetho, Thanyaburi Pathum Thani",12130,0-2834-7000,0-2533-1140,www.bgc.co.th
BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"No. 5 Grungthepgreetha Road, Hua Mhark, Bang Kapi Bangkok",10240,0-2710-3400,0-2379-4245,http://www.bgrimmpower.com
BGT,BGT CORPORATION PUBLIC COMPANY LIMITED,mai,Consumer Products,-,"188 SUWINTHAWONG ROAD, MINBURI SUBDISTRICT, MINBURI DISTRICT Bangkok",10510,0-2540-2888,0-2540-1953,http://www.bodyglove.co.th
BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"33 SUKHUMVIT SOI 3 (NANA NUA), SUKHUMVIT ROAD, KLONGTOEY NUA, WATTHANA Bangkok",10110,0-2667-1000,0-2667-2525,www.bumrungrad.com
BIG,BIG CAMERA CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Commerce,"No. 115 ? 115/1 Sawaddikarn 1 Road, Nongkham Sub-District, Nongkham District Bangkok",10160,0-2809-9956-65,0-2809-9950,www.bigcamera.co.th
BIOTEC,BIO GREEN ENERGY TECH PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"MANO TOWER,153 SOI SUKHUMVIT 39, SUKHUMVIT ROAD, PHRA KHANONG Bangkok",10110,0-2260-0050,"0-2259-9825, 0-2261-4813",www.biogreen-energytech.com
BIS,Bioscience Animal Health Public Company Limited,mai,Services,-,"479 Floor 4, Muang Thong Thani, Bond Street Road, Bang Pud Sub-District, Pak Kred District Nonthaburi",11120,0-2960-0290-5,-,https://www.bis-group.com
BIZ,BUSINESS ALIGNMENT PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"92/45 Sathorn Thani Building 2, 16th Floor, North Sathorn Rd., Bangrak Bangkok",10500,0-2636-6828-9,0-2236-3167,www.bizalignment.com
BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,SET,Services,Commerce,"BERLI JUCKER HOUSE, 99 SUKHUMVIT 42 ROAD, KHLONG TOEI Bangkok",10110,0-2146-5999,0-2146-9309,www.bjc.co.th
BJCHI,BJC HEAVY INDUSTRIES PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"No. 594 Moo 4, Makham Khu, Nikhom Phatthana Rayong",21180,0-3301-7345,0-3301-7348,www.bjc1994.com
BKD,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"52/3 Moo 8 Bangbuathong-Suphanburi Road, Lahan, Bangbuathong Nonthaburi",11110,0-2925-5777,0-2925-5778,www.bangkokdeccon.com
BKI,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"BANGKOK INSURANCE BLD., 25 SATHON TAI ROAD Bangkok",10120,0-2285-8888,0-2610-2100,www.bangkokinsurance.com
BKKCP,BANGKOK COMMERCIAL PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"989 Siam Piwat Tower, 9th, 24 th Floor, Rama I Road, Pathumwan Bangkok",10330,0-2659-8888,0-2659-8860-1,-
BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"1415 BANGKOK-NONTHABURI RD., WONGSAWANG, BANG SUE Bangkok",10800,0-2777-8000,0-2777-8899,www.bangkoklife.com
BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"NEW GENEVA INDUSTRY CONDOMINIUM, FLOOR 10, 47/569-576 MOO 3, POPULAR 3 ROAD, TAMBOL BANNMAI, AMPHUR PAK KRET Nonthaburi",11120,0-2504-4940-49,-,www.bangkokland.co.th
BLESS,BLESS ASSET GROUP PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"609/154 Nawamin road, Nuanchan, Buengkum Bangkok",10230,0-2930-7155-8,0-2948-8304-5,https://www.bagroup.co.th
BLISS,BLISS INTELLIGENCE PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"office No. 96 Chaloem Phrakiat RatchakanThi 9 Road, Pravet, Nongbon Bangkok",10250,-,-,www.blisstel.co.th
BM,BANGKOK SHEET METAL PUBLIC COMPANY LIMITED,mai,Industrial,-,"149 Moo 6 Suksawad rd., Bangjak, Prapadang Samut Prakarn",10130,"0-2817-5555-7, 0-2817-5440-3","0-2817-5432 , 0-2817-5443",www.bmplc.co.th
BOFFICE,BHIRAJ OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"591 Sukhumvit Road, Khlong Tan Nua, Wattana Bangkok",10110,0-2261-0170,0-2261-0170,www.bofficereit.com
BOL,BUSINESS ONLINE PUBLIC COMPANY LIMITED,mai,Services,-,"No. 1023 MS Siam Tower, 28 Floor, Rama III Road, Chong Nonsi, Yannawa Bangkok",10120,0-2657-3999,0-2657-3900-1,www.BOL.co.th
BPP,BANPU POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"26th Floor, Thanapoon Tower, 1550 New Petchburi Road, Makkasan Sub-district, Ratchathewi District Bangkok",10400,0-2007-6000,0-2007-6060,www.banpupower.com
BR,BANGKOK RANCH PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"18/1 Moo 12, Sai Lang Wat Bangplee Yai Nai Road, Bangphli Yai, Bangphli Samut Prakarn",10540,0-2337-3280,0-2337-3293,www.br-brgroup.com
BRI,BRITANIA PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"4345 Bhiraj Tower, 21st Floor, BITEC Bangna, Sukhumvit Road, Bangna, Bangna Bangkok",10260,0-2161-3000,-,https://www.britania.co.th/
BROCK,BAAN ROCK GARDEN PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"601 RAMKHAMHEANG 39, PRACHA-UTHIT ROAD, WANG THONGLANG Bangkok",10310,0-2934-7000,0-2934-7186,www.rockgarden.co.th
BROOK,THE BROOKER GROUP PUBLIC COMPANY LIMITED,mai,Financials,-,"THE TRENDY BUILDING, FLOOR 26, 10/190-193 SOI SUKHUMVIT 13, SUKHUMVIT ROAD, KLONGTOEY NUA, WATTHANA Bangkok",10110,0-2168-7100,0-2168-7111-2,www.brookergroup.com
BRR,BURIRAM SUGAR PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"237 Moo.2 Hinlekfai Sub-District, Kumueang District Buriram",31190,0-4465-9020-3,"0-4465-9020-3 荠103,131,152",http://www.buriramsugar.com
BRRGIF,BURIRAM SUGAR GROUP POWER PLANT INFRASTRUCTURE FUND,SET,Resources,Energy & Utilities,"175 Sathorn City Tower, 7th , 21st and 26th Floor, South Sathorn Road, Thung Mahamek Sub-district, Sathorn District Bangkok",10120,0-2674-6488,0-2679-5995,http://www.bblam.co.th/
BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"PRAPAWIT BUILDING, FLOOR 8, 28/1 SURASAK ROAD, SILOM, BANG RAK Bangkok",10500,0-2630-0590-5,0-2236-6995-6,http://www.bsbm.co.th
BSM,BUILDERSMART PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"1055 Rama 3 Road, Chong Nonsi Subdistrict, Yannawa District Bangkok",10120,0-2683-4900,-,www.bsmgroup.asia
BTG,BETAGRO PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"Moo 6, Thung Song Hong, Lak Si Bangkok",-,0-2833-8000,-,www.betagro.com
BTNC,BOUTIQUE NEWCITY PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"1112/53-75 PRAKHANONG CENTER, SUKHUMVIT ROAD, KHLONG TOEI Bangkok",10110,"0-2391-3311 , 0-2391-3320","0-2381-1656 , 0-2381-1658",www.btnc.co.th
BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"21 SOI CHOEYPUANG, VIPHAVADEERANGSIT ROAD, JOMPOL, CHATUCHAK Bangkok",10900,"0-2273-8511-15, 0-2273-8611-15","0-2273-8610, 0-2273-8616",http://www.btsgroup.co.th
BTSGIF,BTS RAIL MASS TRANSIT GROWTH INFRASTRUCTURE FUND,SET,Services,Transportation & Logistics,"175 Sathorn City Tower, 7th, 21st and 26th Floor, South Sathorn Road, Thung Mahamek Sub-district, Sathorn District Bangkok",10120,0-2674-6488,0-2679-5996,www.btsgif.com
BTW,BT WEALTH INDUSTRIES PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"593/3 Soi Ramkhamhaeng 39 (Thep Leela 1), Ramkhamhaeng Road, Wangthonglang Bangkok",10310,0-2314-2150-52,0-2319-7301-02,www.btwealthindustries.com
BUI,BANGKOK UNION INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"BANGKOK UNION INSURANCE BUILDING, 175-177 SURAWONG ROAD, SURIYAWONG, BANG RAK Bangkok",10500,"0-2233-6920, 0-2238-4111",0-2237-1856,http://www.bui.co.th
BVG,BlueVenture Group Public Company Limited,mai,Technology,-,"48/21 Soi Ratchadapisek 20, Ratchadaphisek Road Samsennok Subdistrict, Huai Khwang District Bangkok",10310,0-2011-8600,0-2011-8610,www.blueventuregroup.co.th
BWG,BETTER WORLD GREEN PUBLIC COMPANY LIMITED,SET,Services,Professional Services,"NO. 488 SOILADPRAO 130 (MAHATTHAI 2) KLONGCHAN SUB-DISTRICT, BANGKAPI DISTRICT Bangkok",10240,0-2012-7888,0-2012-7889,http://www.betterworldgreen.com
B-WORK,BUALUANG OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"175 Sathorn City Tower, 7th, 21st and 26th Floor, South Sathorn Road, Sathorn Bangkok",10120,0-2674-6488,0-2679-5996,http://www.bworkreit.com
BYD,BEYOND SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"46/7 Rungrojthanakul, 11th, 12th Floor, Ratchadaphisek, Road, Huai Khwang, Huai Khwang Bangkok",10310,0-2820-0100,-,www.beyondsecurities.co.th
CAZ,CAZ (THAILAND) PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"239 Huaypong-Nongbon Rd., T. Huaypong, A. Muangrayong Rayong",21150,0-3860-6242,0-3860-6166,www.caz.co.th
CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"393 Silom Building, 393 7th - 10th floor, Silom Road, Bangrak Bangkok",10500,0-2636-6111,0-2636-7949,www.carabaogroup.com
CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",SET,Technology,Electronic Components,"CTI TOWER, FLOOR 18, 191/54,57 RATCHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,0-2261-5033-40,0-2661-9396-7,www.calcomp.co.th
CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"39/1 MOO. 1, SUKHUMVIT ROAD, HUAYKAPI, AMPHOR MUEANG Chonburi",20000,0-3879-5278-83,0-3827-2440-3,www.ccp.co.th
CEN,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"1011 Supalai Grand Tower, 17th Floor, Room No.1703, 1704, Rama 3 Road, Chongnonsi, Yannawa Bangkok",10120,0-2049-1041-44,0-2049-1045,www.cenplc.com
CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,"1695 PHAHOLYOTHIN ROAD, CHATUCHAK Bangkok",10900,0-2769-1234,0-2769-1235,www.centarahotelsresorts.com
CEYE,Chamni's Eye Public Company Limited,mai,Services,-,"311 Seri 6 rd., Suanluang, Suanluang Bangkok",10250,0-2718-9951-6,0-2718-9957,https://www.chamniseye.com/
CFRESH,SEAFRESH INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"402 MOO 8, PAKNAM CHUMPHON ROAD, TAMBOL PAKNAM, AMPHOE MUANG Chumphon",86000,0-2637-8888,0-2637-8801,www.seafresh.com
CGD,COUNTRY GROUP DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 898 Ploenchit Tower, 20th Floor, Ploenchit Road, Lumpini, Pathumwan Bangkok",10330,0-2658-7888,0-2658-7880,www.cgd.co.th
CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"132 Sindhorn Tower 3, 20th Floor, Wireless Road, Lumpini Sub district, Pathum Wan District Bangkok",10330,0-2256-7999,0-2256-7888,www.cgholdings.co.th
CH,Chin Huay Public Company Limited,SET,Agro & Food Industry,Food & Beverage,"181, Tha Kham Rd., Samae Dam, Bang Khun Thian Bangkok",10150,0-2416-0708,0-2416-1909,https://chinhuay.com/
CHARAN,CHARAN INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"408/1 Rachadaphisek Road, Samsennok, Huaykwang Bangkok",10310,0-2276-1024,0-2275-4919,www.charaninsurance.com
CHASE,Chase Asia Public Company Limited,SET,Financials,Finance & Securities,"8/9-10 Vibhavadi Rangsit Soi 44 (Soi Mongkolnivej), Vibhavadi Rangsit Road, Ladyao Sub-district, Chatuchak District Bangkok",10900,0-2855-8222,0-2855-8299,www.chase.co.th
CHAYO,CHAYO GROUP PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"44/499-504 Phahonyothin Road, Anusawari subdistrict, Bang Khen district Bangkok",10220,0-2016-4499,0-2001-2555,www.chayo555.com
CHEWA,CHEWATHAI PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"1168/80 Lumpini Tower 27th Floor., Unit D, Rama IV Road, Kwaeng Tungmahamek, Khet Sathorn Bangkok",10120,0-2679-8870-3,0-2679-8874,www.chewathai.com
CHG,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"88/8-9 Moo 11, Bang Pla, Bang Phli Samut Prakarn",10540,0-2033-2900,0-2730-1125,www.chularat.com
CHIC,CHIC REPUBLIC PUBLIC COMPANY LIMITED,mai,Services,-,"No 90 Soi Yothin Pattana, Pradit Manutham Road, Klong Chan Sub-District, Bang Krapi District Bangkok",10240,0-2514-7111,0-2514-7114,www.chicrepublicthai.com
CHO,CHO THAVEE PUBLIC COMPANY LIMITED,mai,Industrial,-,"265 Moo 4 Klang Muang Road, Muangkhao, Muang Khon Kaen",40000,0-4304-3888,0-4304-3899,www.cho.co.th
CHOTI,"KIANG HUAT SEA GULL TRADING FROZEN FOOD PUBLIC CO., LTD.",SET,Agro & Food Industry,Food & Beverage,"4/2 MOO 3, ASIA 43 ROAD, NA MOM Songkhla",90310,0-7422-2333,0-7422-2300-1,www.kst-hatyai.com
CHOW,CHOW STEEL INDUSTRIES PUBLIC COMPANY LIMITED,mai,Industrial,-,"No.2525 FYI Center Tower 2, 10th Floor, Unit 2/1007-1008, Rama 4 Road, Khlongtoei, Khlongtoei Bangkok",10110,0-2033-0901-08,0-2033-0909,www.chowsteel.com
CI,CHARN ISSARA DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"Charn Issara Tower II, 10th floor, 2922/200 New Petchburi Road, Bangkapi, Huay Kwang Bangkok",10320,0-2308-2020,0-2308-2990,www.charnissara.com
CIG,C.I.GROUP PUBLIC COMPANY LIMITED,mai,Industrial,-,"1/1 MOO 7, BANGKOOWAD ROAD, AMPHOE MUEANG Pathum Thani",12000,"0-2976-5290-9, 0-2598-2331-2",0-2976-5023,www.cigpcl.com
CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,"44, LANGSUAN ROAD, LUMPINI SUBDISTRICT, PATHUMWAN DISTRICT, Bangkok",10330,"02-626-7000, 02-657-3000 0, 02-638-8000",02-657-3333,http://www.cimbthai.com
CITY,CITY STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"88/3 MOO 4, BYPASS ROAD, TAMBOL NONGMAIDAENG, AMPHOE MUEANG Chonburi",20000,0-3878-2064-9,0-3878-2070,http://www.citysteelpcl.com
CIVIL,CIVIL ENGINEERING PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"68/12 CEC Building, 7th Fl. Kampaengpet 6 rd. Ladyao, Jatujak Bangkok",10900,0-2589-8888-9,0-2589-8886-7,www.civilengineering.co.th
CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"587 SUTTHISAN ROAD, RATCHADAPHISEK, DIN DAENG Bangkok",10400,"0-2277-0460, 0-2275-0026",0-2275-7029,http://www.ch-karnchang.co.th
CKP,CK POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"587 Viriyathavorn Building, Floor 19th, Sutthisarn Road, Dindaeng Subdistrict, Dindaeng District Bangkok",10400,0-2691-9720-2,0-2691-9723,www.ckpower.co.th
CM,CHIANGMAI FROZEN FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"149/34 FLOOR 3-4 SOI ANGLO PLAZA, SURAWONG ROAD, SURIYAWONGSE BANG RAK Bangkok",10500,"0-2238-4091, 0-2235-9934, 0-2634-0061-4",0-2238-4090,www.cmfrozen.com
CMAN,CHEMEMAN PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,"195/11-12 Lake Rajada Office Complex 2, 10th-11th Floor, Rajadapisek Road, Klongtoey Bangkok",10110,0-2661-9734,0-2260-9176,www.chememan.com
CMC,CHAOPRAYAMAHANAKORN PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 909/1 CMC Tower, Floor 6, Room No. 601-602, King Taksin Road, Dao Kanong Sub-District, Thonburi District Bangkok",10600,0-2468-9000 ᅐ 1172,0-2460-2080,http://www.cmc.co.th
CMO,CMO PUBLIC COMPANY LIMITED,mai,Services,-,"4/18-19 Soi Nuanchan 56, Nuanchan, Buengkum Bangkok",10230,0-2088-3888,0-2088-3857,http://www.cmo-group.com
CMR,CHIANG MAI RAM MEDICAL BUSINESS PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"8 Boonruangrit Road, Amphur Mueang Chiang Mai",50200,0-5399-9777,0-5399-9799,http://www.lanna-hospital.com
CNT,CHRISTIANI & NIELSEN (THAI) PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"727 Lasalle Road Bangna Tai, Bangna Bangkok",10260,0-2338-8000,0-2338-8090,http://www.cn-thai.co.th
COLOR,SALEE COLOUR PUBLIC COMPANY LIMITED,mai,Industrial,-,"No.858 Moo 2 Soi 1C/1 Bangpu Industrial Estate, Bangpumai , Muang Samutprakan Samut Prakarn",10280,0-2323-2601-8,0-2323-2227-8,http://www.saleecolour.com
COM7,COM7 PUBLIC COMPANY LIMITED,SET,Services,Commerce,"549/1 Sanphawut rd, Bangna, Bangna Bangkok",10260,0-2017-7777,-,www.comseven.com
COMAN,COMANCHE INTERNATIONAL PUBLIC COMPANY LIMITED,mai,Technology,-,"222/151-153, Baan Suan Chatuchak, Soi Vibhavadi Rangsit 17, Vibhavadi Rangsit Rd., Chatuchak Bangkok",10900,0-2120-6252,-,www.comancheinternational.com
COTTO,SCG CERAMICS PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"1 Siam Cement Road, Bang Su Bangkok",10800,0-2586-3333,0-2587-2118,http://www.scgceramics.com
CPALL,CP ALL PUBLIC COMPANY LIMITED,SET,Services,Commerce,"313 C.P. Tower, Floor 24, Silom Road, Bang Rak Bangkok",10500,0-2071-9000,0-2071-8617,www.cpall.co.th
CPANEL,CPANEL PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"No.85 Moo 9, Nong Irun Sub-district, Ban Bueng District Chonburi",20220,0-3811-0868-73,0-3811-0874,https://www.cpanel.co.th
CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"C.P. TOWER, FLOOR 15, 313 SILOM ROAD, BANG RAK Bangkok",10500,0-2766-8000,0-2638-2942,www.cpfworldwide.com
CPH,CASTLE PEAK HOLDINGS PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"899 PETCHKASEM ROAD, BANG KHAE Bangkok",10160,0-2455-0300-9,0-2455-0358-9,www.castlepeak.co.th
CPI,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"LUMPINI TOWER, FLOOR 30, 1168/91 RAMA IV ROAD, SATHON Bangkok",10120,"0-2285-6370-2, 0-2679-9166",0-2285-6369,www.cpi-th.com
CPL,CPL GROUP PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,"700 Moo 6 Sukhumvit Road, Bangpoo-Mai Muang Samut Prakarn",10280,0-2709-5633-8,"0-2709-6033, 0-2709-6044",http://www.cpl.co.th
CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"CENTRALWORLD, FLOOR 31-33, 999/9 RAMA 1 ROAD, PATHUM WAN Bangkok",10330,0-2667-5555,0-2264-5593,www.centralpattana.co.th
CPNCG,CPN COMMERCIAL GROWTH LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"7-8th Floor, SCB Park Plaza 1, 18 Ratchadapisek Rd., Chatuchak Bangkok",10900,0-2949-1500,0-2949-1501,www.cpncg.com
CPNREIT,CPN RETAIL GROWTH LEASEHOLD REIT,SET,Property & Construction,Property Fund & REITs,"No. 999/9 Rama I Road, Pathumwan Sub-district, Pathumwan District Bangkok",10330,0-2667-5555 Ext. 1660,0-2667-5590,www.cpnreit.com
CPR,CPR GOMU INDUSTRIAL PUBLIC COMPANY LIMITED,mai,Industrial,-,"78 MOO 2, PAHOLYOTHIN ROAD (KM 77.5), TAMBOL SANABTHUB, AMPHOE WANG NOI Ayutthya",13170,"0-3572-3324-7, 0-3572-3128-31","0-3572-3323, 0-3572-3332",www.cprgomu.co.th
CPT,CPT DRIVES AND POWER PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"230/7 Thetsaban Rangrak Nuea Rd., Lad Yao, Chatuchak Bangkok",10900,0-2954-2590-2,0-2580-6332-4,www.CPTthailand.com
CPTGF,C.P. TOWER GROWTH LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"1 Empire Tower, 32nd Fl., South Sathorn Rd., Yannawa, Sathorn Bangkok",10120,0-2686-6100,0-2670-0430,www.ktam.co.th
CPW,COPPERWIRED PUBLIC COMPANY LIMITED,SET,Services,Commerce,159/6 Sermmit Tower Floor 2nd Room 201-202 Sukhumvit 21(Asoke) Klongtoeynuea Wattana Bangkok,10110,0-2665-2950-3,0-2665-2954,www.copperwired.co.th
CRANE,CHU KAI PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"44/88 Moo 1 Bangna-Trad Road Km. 22, Srisachorakheyai, Bangsaothong Samut Prakarn",10570,0-2715-0000,0-2715-0055,www.chukai.co.th
CRC,CENTRAL RETAIL CORPORATION PUBLIC COMPANY LIMITED,SET,Services,Commerce,"22 Soi Somkid, Ploenchit Road, Lumpini, Pathum Wan Bangkok",10330,0-2650-3600,-,https://www.centralretail.com/
CRD,CHIANGMAI RIMDOI PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"164 / 34-36 Changklan Road, Changklan, Muang Chiang Mai Chiang Mai",50100,"0-5327-1420, 0-5327-2429",0-5381-8465,www.cmrd.co.th
CSC,CROWN SEAL PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,"5 SOI RANGSIT-NAKORNAYOK 46, PRACHATIPAT, THANYABURI Pathum Thani",12130,0-2533-0450-9,0-2974-1114,www.crownseal.co.th
CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"475 RAMA 3 ROAD, BANGKLO, BANG KHO LAEM Bangkok",10120,0-2291-6314-21,0-2291-3828,www.cspsteel.com
CSR,CITY SPORTS AND RECREATION PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,"22 NAVATANEE ROAD, RAMINTRA, KHAN NA YAO Bangkok",10230,"0-2376-1693-5, 0-2376-1034-6",0-2376-1685,www.navatanee.com
CSS,COMMUNICATION AND SYSTEM SOLUTION PUBLIC COMPANY LIMITED,SET,Services,Commerce,"329 Moo.3, Banmai, Pakkred Nonthaburi",11120,0-2018-1111,0-2018-1142,www.cssthai.com
CTARAF,CENTARA HOTELS & RESORTS LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund & REITs,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,-,-
CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"589/71 Central City Tower, 12A Floor, Debaratana Road, Bangna-Nua Sub-district, Bangna District Bangkok",10260,0-2745-6118-30,0-2745-6131-32,www.ctw.co.th
CV,CLOVER POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"159 Soi Rama IX 57/1 (Wisetsook 2), Pattanakarn Sub-district, Suangluang District Bangkok",10250,0-2731-7999,0-2731-7969,www.cloverpower.co.th
CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,"176/1,1480 MOO 1, SOI FOKNANG, SUKHUMVIT ROAD, AMPHOE MUEANG Samut Prakarn",10280,0-2703-7880,0-2703-7882,www.cwt.co.th
D,DENTAL CORPORATION PUBLIC COMPANY LIMITED,mai,Services,-,"157, 2nd Floor, Ratchadapisek Rd., Din Daeng Bangkok",10400,"0-2692-4333, 0-2245-7197",-,www.dentalcorpthailand.com
DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"37/7 SUTHISARNWINIJCHAI ROAD, SAMSENNOK, HUAI KHWANG Bangkok",10320,"0-2276-9275-81, 0-2693-1524-8","0-2276-0313-7, 0-2693-1528",www.dynastyceramic.com
DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,"CHANG BUILDING, SECTION B, FLOOR 8, 3300/57 PAHOLYOTIN ROAD, CHATUCHAK, Bangkok",10900,0-2937-3312,0-2937-3328,www.dconproduct.com
DDD,DO DAY DREAM PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"32 Keharomklao Rd., Ratpattana, Saphansung Bangkok",10240,0-2917-3055,0-2917-3054,http://www.dodaydream.com
DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,"909 Soi 9, Moo 4, E.P.Z., Bangpoo Industrial Estate, Tambon Prakasa, Amphur Muangsamutprakarn Samut Prakarn",10280,0-2709-3200,0-2324-0243,http://www.deltathailand.com
DEMCO,DEMCO PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"59 MOO 1 SUAN PRIK THAI, AMPHOE MUEANG Pathum Thani",12000,0-2959-5811,0-2959-5816,http://www.demco.co.th
DEXON,DEXON Technology Public Company Limited,mai,Services,-,"N0. 78/4-5 Moo 6, Sukhumvit Road, Ban Chang Rayong",21130,033-012-484-7,033-012-530,www.dexon-technology.com
DHOUSE,DHOUSE PATTANA PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"99 Mahasarakham-Wapipathum road, Talad, Muang Mahasarakam",44000,0-4372-2000,0-4372-2272,www.dhousepattana.com
